symbol,is_2x,status,status_rank,pattern,pattern_score,break_level,breakout_date,vol_confirmed,hold_confirmed,last_close,diag_touches,diag_slope_low,diag_depth,diag_vol_ratio_10_60,diag_db_score
BNO,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.5,37.87,2026-03-03,True,False,39.479,1,0.123193,0.2833,1.317,3.0
BZ=F,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.5,82.11,2026-03-03,True,False,83.16,1,0.213812,0.2849,1.317,3.0
CL=F,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.5,75.33,2026-03-03,True,False,76.27,1,0.176855,0.2701,1.309,3.0
USO,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,5.5,88.64,2026-03-03,True,False,92.53,1,0.249968,0.2555,1.301,3.0
TTE,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,4.5,80.36,2026-03-02,True,False,79.01,1,0.280813,0.2439,0.833,0.0
EQNR,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,29.94,2026-03-02,True,False,31.79,1,0.131696,0.3168,1.175,3.0
GTE,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,6.44,2026-02-20,True,False,6.83,2,0.038801,0.4539,1.13,3.0
INGM,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,23.508,2026-03-03,True,False,24.87,2,-0.017972,0.1492,1.879,3.0
UCO,True,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,28.52,2026-03-03,True,False,29.74,1,0.113668,0.3647,1.137,3.0
LWLG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,3.0,5.08,2026-03-03,True,False,5.46,1,0.0023,0.4409,0.936,3.0
BATL,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,2.5,13.61,2026-03-03,True,False,23.445,1,0.089467,0.9206,1.24,3.0
TDW,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,1.5,82.0,2026-03-03,True,False,84.71,1,0.42943,0.3959,1.019,0.0
VG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,0.0,11.92,2026-03-03,True,False,12.195,1,0.076812,0.5201,1.274,0.0
ZD,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,0.0,41.07,2026-03-03,True,False,46.255,1,-0.102054,0.4534,2.349,3.0
IYM,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,8.0,188.81,2026-03-02,False,False,182.16,3,0.706017,0.234,1.074,3.0
MPC,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,8.0,210.42,2026-03-03,False,False,212.405,3,0.413737,0.2304,1.055,3.0
TGT,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.5,118.98,2026-03-03,False,False,119.64,4,0.413162,0.2421,1.211,3.0
CHRD,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,113.78,2026-03-03,False,False,115.4,1,0.218037,0.2323,0.756,3.0
COP,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,119.3,2026-03-03,False,False,119.445,1,0.386672,0.2393,0.753,3.0
FLNG,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,28.27,2026-03-03,False,False,28.925,2,0.039963,0.1461,1.071,3.0
SU,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,57.13,2026-03-02,False,True,58.3,2,0.27744,0.2795,0.93,3.0
VLO,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,216.18,2026-03-03,False,False,217.96,1,0.706481,0.2603,0.756,3.0
CVE,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,6.0,22.57,2026-02-19,False,True,22.875,2,0.103844,0.3366,0.861,3.0
OIH,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,6.0,400.44,2026-02-24,False,False,387.425,2,2.000087,0.3101,0.742,3.0
RB=F,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.5,2.093,2026-03-02,False,False,2.44,2,0.00623,0.3326,1.726,3.0
AEM,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.0,246.78,2026-02-27,False,True,234.59,1,1.226262,0.3724,1.034,3.0
CF,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.0,107.8,2026-03-03,False,False,108.68,1,0.433271,0.3004,1.13,3.0
WDS,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.0,21.58,2026-03-03,False,False,21.71,1,0.07661,0.3248,0.936,3.0
LNG,False,BREAKOUT_WAIT_VOL,2,BASE,3.0,252.5,2026-03-03,False,False,252.695,1,0.688388,0.2626,1.493,0.0
SLB,False,NO_SIGNAL,9,DOUBLE_BOTTOM,9.0,52.45,,False,False,49.35,6,0.279121,0.2867,0.797,3.0
PSX,False,NO_SIGNAL,9,DOUBLE_BOTTOM,8.0,163.79,,False,False,159.295,2,0.439009,0.2236,0.727,3.0
JETS,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.5,31.33,,False,False,27.075,4,0.017973,0.1621,1.285,3.0
HAL,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.0,37.03,,False,False,35.145,1,0.150579,0.2765,0.729,3.0
XLB,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.0,54.14,,False,False,51.735,2,0.172722,0.1993,0.915,3.0
SRRK,False,NO_SIGNAL,9,DOUBLE_BOTTOM,6.0,49.82,,False,False,46.41,1,0.033064,0.1846,0.985,3.0
CNR,False,NO_SIGNAL,9,DOUBLE_BOTTOM,5.5,103.5,,False,False,92.265,1,0.060061,0.2271,1.27,3.0
FCX,False,NO_SIGNAL,9,DOUBLE_BOTTOM,5.0,69.75,,False,False,64.64,2,0.362304,0.3741,0.916,3.0
SEM,False,NO_SIGNAL,9,ASC_TRIANGLE,5.0,16.59,,False,False,16.235,3,0.010265,0.1242,2.062,0.0
GC=F,False,NO_SIGNAL,9,BASE,4.5,5586.2,,False,False,5108.6,1,17.524826,0.2526,0.779,0.0
UUP,False,NO_SIGNAL,9,DOUBLE_BOTTOM,4.5,28.2,,False,False,27.525,9,-0.016185,0.0638,0.606,3.0
CCJ,False,NO_SIGNAL,9,DOUBLE_BOTTOM,4.0,135.24,,False,False,118.67,1,0.609796,0.3767,0.989,3.0
UYM,True,NO_SIGNAL,9,DOUBLE_BOTTOM,4.0,34.54,,False,False,31.18,1,0.188215,0.3526,1.002,3.0
RCAT,False,NO_SIGNAL,9,DOUBLE_BOTTOM,3.0,18.022,,False,False,15.35,1,0.100892,0.6191,1.025,3.0
SCCO,False,NO_SIGNAL,9,BASE,2.5,223.89,,False,False,207.21,1,1.363945,0.3971,0.712,0.0
^TNX,False,NO_SIGNAL,9,RECTANGLE,2.5,4.311,,False,False,4.063,6,-0.001162,0.0823,1.3,2.0
DEC,False,NO_SIGNAL,9,BASE,2.0,16.13,,False,False,14.635,2,-0.02838,0.2343,1.029,2.0
NQ=F,False,NO_SIGNAL,9,BASE,2.0,26349.0,,False,False,24640.25,2,-14.351382,0.0801,1.047,2.0
ASTS,False,NO_SIGNAL,9,BASE,1.5,129.89,,False,False,95.635,1,0.363048,0.5273,0.801,0.0
IDYA,False,NO_SIGNAL,9,BASE,1.0,39.28,,False,False,34.9,1,-0.061074,0.2498,1.048,0.0
ES=F,False,NO_SIGNAL,9,RECTANGLE,0.5,7043.0,,False,False,6791.25,21,-0.132572,0.046,1.051,2.0
KTB,False,NO_SIGNAL,9,BASE,0.5,78.28,,False,False,77.05,1,-0.015101,0.2822,1.873,0.0
^VIX,False,NO_SIGNAL,9,BASE,0.5,25.24,,False,False,24.34,1,0.086859,0.4699,1.023,2.0
NG=F,False,NO_SIGNAL,9,BASE,-1.0,7.827,,False,False,3.127,1,-0.024548,0.6455,0.289,2.0
BOIL,True,NO_SIGNAL,9,BASE,-1.0,46.85,,False,False,19.6,1,-0.217626,0.6756,0.432,2.0
